Amazon Order ID,Odoo Order IDs,Odoo Order Names,Invoice Statuses,States,Amounts
403-6962297-6565108,124634; 124633,FBA403-6962297-6565108; FBA403-6962297-6565108,invoiced; no,sale; sale,30.19; 30.19
028-5935505-2577137,124719; 124348,FBA028-5935505-2577137; FBA028-5935505-2577137,invoiced; invoiced,sale; sale,21.72; 30.19
304-4715504-4065105,123352; 123163,FBA304-4715504-4065105; FBA304-4715504-4065105,invoiced; invoiced,sale; sale,30.19; 30.19
407-9459592-9328303,121035; 120954,FBA407-9459592-9328303; FBA407-9459592-9328303,invoiced; invoiced,sale; sale,35.95; 35.95
406-9707601-3345903,120957; 120852,FBA406-9707601-3345903; FBA406-9707601-3345903,to invoice; to invoice,sale; sale,349.5; 174.75
171-4398199-8449957,120088; 120057,FBA171-4398199-8449957; FBA171-4398199-8449957,invoiced; invoiced,sale; sale,27.95; 34.95
304-3155106-5782710,115674; 115292; 115137,FBA304-3155106-5782710; FBA304-3155106-5782710; FBA304-3155106-5782710,invoiced; to invoice; no,sale; sale; sale,12.04; 98.992; 111.386
028-6545835-5620342,114682; 114681,FBA028-6545835-5620342; FBA028-6545835-5620342,to invoice; invoiced,sale; sale,49.9; 28.95
028-7565359-0209102,115240; 114581,FBA028-7565359-0209102; FBA028-7565359-0209102,to invoice; invoiced,sale; sale,10.95; 24.95
171-7280778-4351546,116684; 115229,FBA171-7280778-4351546; FBA171-7280778-4351546,invoiced; to invoice,sale; sale,22.76; 68.28
305-6909830-4310761,113618; 113617,FBA305-6909830-4310761; FBA305-6909830-4310761,invoiced; invoiced,sale; sale,9.95; 9.95
304-5882767-3597907,111678; 111383,FBA304-5882767-3597907; FBA304-5882767-3597907,invoiced; no,sale; sale,24.95; 22.95
306-9345381-5955503,111592; 111245,FBA306-9345381-5955503; FBA306-9345381-5955503,to invoice; to invoice,sale; sale,39.9; 49.9
403-1268429-9026728,111595; 111228,FBA403-1268429-9026728; FBA403-1268429-9026728,invoiced; invoiced,sale; sale,23.95; 23.95
403-7638711-4086702,111069; 111068,FBA403-7638711-4086702; FBA403-7638711-4086702,to invoice; invoiced,sale; sale,23.752; 19.784
408-7212263-2238706,110915; 110852,FBA408-7212263-2238706; FBA408-7212263-2238706,invoiced; invoiced,sale; sale,24.95; 28.95
171-3993131-0629916,110349; 110249,FBA171-3993131-0629916; FBA171-3993131-0629916,to invoice; to invoice,sale; sale,111.079; 166.618
403-7936300-9042746,108842; 108303,FBA403-7936300-9042746; FBA403-7936300-9042746,to invoice; invoiced,sale; sale,25.95; 26.95
303-7247448-7339544,108593; 108364,FBA303-7247448-7339544; FBA303-7247448-7339544,invoiced; invoiced,sale; sale,26.95; 28.95
407-7173824-1223567,110551; 109608,FBA407-7173824-1223567; FBA407-7173824-1223567,to invoice; to invoice,sale; sale,45.52; 37.582
303-8010612-4951537,106303; 106302,FBA303-8010612-4951537; FBA303-8010612-4951537,to invoice; invoiced,sale; sale,18.95; 18.95
402-7467199-1756329,105873; 105562,FBA402-7467199-1756329; FBA402-7467199-1756329,invoiced; invoiced,sale; sale,28.181; 112.724
302-6583764-0537129,104904; 104791,FBA302-6583764-0537129; FBA302-6583764-0537129,no; to invoice,sale; sale,26.95; 24.95
028-9768770-5197157,104637; 104569,FBA028-9768770-5197157; FBA028-9768770-5197157,no; no,sale; sale,26.95; 24.95
171-8170738-6467520,101645; 101644,FBA171-8170738-6467520; FBA171-8170738-6467520,to invoice; to invoice,sale; sale,181.38; 54.414
028-2533251-8708367,101923; 101922,FBA028-2533251-8708367; FBA028-2533251-8708367,to invoice; to invoice,sale; sale,131.7; 37.9
304-1788777-4088333,101983; 101956,FBA304-1788777-4088333; FBA304-1788777-4088333,to invoice; invoiced,sale; sale,23.95; 24.95
306-1227489-2013114,102697; 102656,FBA306-1227489-2013114; FBA306-1227489-2013114,to invoice; invoiced,sale; sale,27.782; 20.28
404-6534272-6997106,102828; 102777,FBA404-6534272-6997106; FBA404-6534272-6997106,to invoice; invoiced,sale; sale,32.61; 35.03
408-3437160-1732313,103032; 102936,FBA408-3437160-1732313; FBA408-3437160-1732313,to invoice; invoiced,sale; sale,24.745; 31.811
306-5864004-8498739,103593; 102442,FBA306-5864004-8498739; FBA306-5864004-8498739,to invoice; invoiced,sale; sale,24.95; 26.95
406-6475398-8223540,103694; 102491,FBA406-6475398-8223540; FBA406-6475398-8223540,invoiced; invoiced,sale; sale,49.9; 25.95
302-0616236-2857123,103816; 103815,FBA302-0616236-2857123; FBA302-0616236-2857123,to invoice; invoiced,sale; sale,25.95; 24.95
306-6251895-5125144,95783; 103919,FBA306-6251895-5125144; FBA306-6251895-5125144,no; invoiced,sale; sale,0; 49.9
408-5166912-5375555,95781; 103934,FBA408-5166912-5375555; FBA408-5166912-5375555,no; invoiced,sale; sale,0; 23.95
408-2008832-1801166,103955; 103954,FBA408-2008832-1801166; FBA408-2008832-1801166,to invoice; invoiced,sale; sale,35.95; 71.9
171-1473652-6625938,95730; 103956,FBA171-1473652-6625938; FBA171-1473652-6625938,no; invoiced,sale; sale,0; 35.95
171-1756420-2893130,95729; 103875,FBA171-1756420-2893130; FBA171-1756420-2893130,no; invoiced,sale; sale,0; 49.95
306-2932005-7916326,95720; 103965,FBA306-2932005-7916326; FBA306-2932005-7916326,no; invoiced,sale; sale,0; 24.95
306-4791973-6567509,95715; 103950,FBA306-4791973-6567509; FBA306-4791973-6567509,no; invoiced,sale; sale,0; 33.95
306-1868782-8385161,95711; 103952,FBA306-1868782-8385161; FBA306-1868782-8385161,no; invoiced,sale; sale,0; 24.95
408-6034877-7316339,95707; 103970,FBA408-6034877-7316339; FBA408-6034877-7316339,no; invoiced,sale; sale,0; 26.729
303-5212838-6797149,95703; 103978,FBA303-5212838-6797149; FBA303-5212838-6797149,to invoice; invoiced,sale; sale,0; 24.95
305-6213205-1272301,95700; 103892,FBA305-6213205-1272301; FBA305-6213205-1272301,no; invoiced,sale; sale,0; 29.94
306-4923203-3943548,95697; 103974,FBA306-4923203-3943548; FBA306-4923203-3943548,no; invoiced,sale; sale,0; 28.98
402-3253703-9385155,95694; 103963,FBA402-3253703-9385155; FBA402-3253703-9385155,no; invoiced,sale; sale,0; 23.95
402-6430535-7106738,95693; 103977,FBA402-6430535-7106738; FBA402-6430535-7106738,invoiced; to invoice,sale; sale,0; 29.185
305-2093526-0841911,95686; 103968,FBA305-2093526-0841911; FBA305-2093526-0841911,no; invoiced,sale; sale,0; 24.95
302-3210137-4459556,95681; 103966,FBA302-3210137-4459556; FBA302-3210137-4459556,no; invoiced,sale; sale,0; 28.94
406-3382502-2208349,95680; 103971,FBA406-3382502-2208349; FBA406-3382502-2208349,no; invoiced,sale; sale,0; 59.9
407-5985252-3853960,95674; 103976,FBA407-5985252-3853960; FBA407-5985252-3853960,no; invoiced,sale; sale,0; 24.95
405-6341502-1882739,95673; 103959,FBA405-6341502-1882739; FBA405-6341502-1882739,no; invoiced,sale; sale,0; 29.95
405-5252115-5072329,95669; 103969,FBA405-5252115-5072329; FBA405-5252115-5072329,no; invoiced,sale; sale,0; 24.95
407-5214577-5023553,95590; 103946,FBA407-5214577-5023553; FBA407-5214577-5023553,no; invoiced,sale; sale,0; 26.95
403-8803422-6925901,95793; 103936,FBA403-8803422-6925901; FBA403-8803422-6925901,no; invoiced,sale; sale,42.277; 29.95
406-1608093-5963556,95584; 103925,FBA406-1608093-5963556; FBA406-1608093-5963556,no; invoiced,sale; sale,0; 26.729
402-9880570-1885966,95507; 103989,FBA402-9880570-1885966; FBA402-9880570-1885966,no; invoiced,sale; sale,0; 23.95
305-3882509-3560307,95506; 103973,FBA305-3882509-3560307; FBA305-3882509-3560307,to invoice; invoiced,sale; sale,0; 28.94
302-9839621-5547534,95499; 103991,FBA302-9839621-5547534; FBA302-9839621-5547534,no; invoiced,sale; sale,0; 24.95
404-9368258-9082757,95497; 103983,FBA404-9368258-9082757; FBA404-9368258-9082757,no; invoiced,sale; sale,0; 32.95
405-1070694-5642764,95511; 103993,FBA405-1070694-5642764; FBA405-1070694-5642764,no; invoiced,sale; sale,50.747; 35.95
028-9614359-0153145,95450; 104009,FBA028-9614359-0153145; FBA028-9614359-0153145,no; invoiced,sale; sale,0; 25.95
405-2778968-2909151,95445; 104001,FBA405-2778968-2909151; FBA405-2778968-2909151,no; invoiced,sale; sale,0; 21.95
404-7096741-8769966,95443; 104021,FBA404-7096741-8769966; FBA404-7096741-8769966,no; invoiced,sale; sale,0; 23.95
302-3270182-0370745,95441; 104011,FBA302-3270182-0370745; FBA302-3270182-0370745,to invoice; invoiced,sale; sale,0; 25.95
404-6382887-2920329,95438; 103995,FBA404-6382887-2920329; FBA404-6382887-2920329,no; invoiced,sale; sale,0; 27.95
303-3140706-8085167,95428; 103998,FBA303-3140706-8085167; FBA303-3140706-8085167,no; invoiced,sale; sale,0; 25.95
304-5473602-7629168,95425; 104028,FBA304-5473602-7629168; FBA304-5473602-7629168,no; invoiced,sale; sale,0; 28.95
404-1826703-8971522,95446; 103981,FBA404-1826703-8971522; FBA404-1826703-8971522,no; invoiced,sale; sale,0; 24.95
403-0748862-7743541,95420; 103992,FBA403-0748862-7743541; FBA403-0748862-7743541,no; invoiced,sale; sale,0; 26.729
407-3118774-0914731,95421; 104030,FBA407-3118774-0914731; FBA407-3118774-0914731,no; invoiced,sale; sale,0; 45.95
305-8056995-6014755,95415; 104023,FBA305-8056995-6014755; FBA305-8056995-6014755,no; invoiced,sale; sale,0; 33.95
028-1351967-0777964,95429; 104031,FBA028-1351967-0777964; FBA028-1351967-0777964,no; invoiced,sale; sale,36.409; 25.95
305-5928712-4265907,95574; 103975,FBA305-5928712-4265907; FBA305-5928712-4265907,no; invoiced,sale; sale,35.005; 24.95
405-3277718-8671568,95362; 104003,FBA405-3277718-8671568; FBA405-3277718-8671568,no; invoiced,sale; sale,0; 45.95
305-1901991-4551566,95361; 104017,FBA305-1901991-4551566; FBA305-1901991-4551566,no; invoiced,sale; sale,0; 25.95
305-0307006-4105917,95359; 104029,FBA305-0307006-4105917; FBA305-0307006-4105917,no; invoiced,sale; sale,0; 24.95
305-0877912-0889137,95358; 104027,FBA305-0877912-0889137; FBA305-0877912-0889137,no; invoiced,sale; sale,0; 24.95
028-2078547-9952308,95357; 104018,FBA028-2078547-9952308; FBA028-2078547-9952308,no; invoiced,sale; sale,0; 33.95
402-7994678-4877107,95356; 104013,FBA402-7994678-4877107; FBA402-7994678-4877107,no; invoiced,sale; sale,0; 23.95
302-0364617-7197150,95351; 104010,FBA302-0364617-7197150; FBA302-0364617-7197150,no; invoiced,sale; sale,0; 25.95
306-3741033-7616322,95327; 104022,FBA306-3741033-7616322; FBA306-3741033-7616322,no; invoiced,sale; sale,0; 25.95
303-7063234-9105938,95326; 104054,FBA303-7063234-9105938; FBA303-7063234-9105938,no; invoiced,sale; sale,0; 25.95
405-0102863-6605915,95322; 103999,FBA405-0102863-6605915; FBA405-0102863-6605915,no; invoiced,sale; sale,0; 39.9
306-2224994-6458708,95317; 104033,FBA306-2224994-6458708; FBA306-2224994-6458708,no; invoiced,sale; sale,0; 24.95
303-1175004-5937102,95316; 104047,FBA303-1175004-5937102; FBA303-1175004-5937102,no; invoiced,sale; sale,0; 25.95
302-3295571-1490720,95313; 104042,FBA302-3295571-1490720; FBA302-3295571-1490720,no; invoiced,sale; sale,0; 25.95
408-3316072-8057167,95312; 104041,FBA408-3316072-8057167; FBA408-3316072-8057167,no; invoiced,sale; sale,0; 49.95
304-6009009-5233935,95311; 104015,FBA304-6009009-5233935; FBA304-6009009-5233935,no; invoiced,sale; sale,0; 24.95
303-1934630-7305140,95330; 104032,FBA303-1934630-7305140; FBA303-1934630-7305140,to invoice; invoiced,sale; sale,105.428; 24.95
303-2546512-6797147,95324; 104052,FBA303-2546512-6797147; FBA303-2546512-6797147,no; invoiced,sale; sale,95.275; 67.9
303-2801235-8225900,95303; 104057,FBA303-2801235-8225900; FBA303-2801235-8225900,no; invoiced,sale; sale,0; 25.95
407-5894241-4904337,95301; 103933,FBA407-5894241-4904337; FBA407-5894241-4904337,no; invoiced,sale; sale,0; 29.95
402-6020381-7843554,95243; 104008; 104007,FBA402-6020381-7843554; FBA402-6020381-7843554; FBA402-6020381-7843554,no; to invoice; invoiced,sale; sale; sale,0; 18.95; 36.9
408-2354043-2330753,95240; 104068,FBA408-2354043-2330753; FBA408-2354043-2330753,no; invoiced,sale; sale,0; 28.95
304-3365865-6260325,95239; 103987,FBA304-3365865-6260325; FBA304-3365865-6260325,no; invoiced,sale; sale,0; 33.95
404-0346978-3396351,95237; 104046,FBA404-0346978-3396351; FBA404-0346978-3396351,no; invoiced,sale; sale,0; 33.674
028-3443533-5173133,95230; 104071,FBA028-3443533-5173133; FBA028-3443533-5173133,no; invoiced,sale; sale,0; 25.95
406-9879914-0385935,95229; 104065,FBA406-9879914-0385935; FBA406-9879914-0385935,no; invoiced,sale; sale,0; 23.95
171-2150409-2441924,95228; 104058,FBA171-2150409-2441924; FBA171-2150409-2441924,no; invoiced,sale; sale,0; 19.95
407-2337354-3126737,95226; 104072,FBA407-2337354-3126737; FBA407-2337354-3126737,no; invoiced,sale; sale,0; 24.95
402-5490770-3597925,95223; 104056,FBA402-5490770-3597925; FBA402-5490770-3597925,no; invoiced,sale; sale,0; 45.95
171-6766580-8650709,95221; 104077,FBA171-6766580-8650709; FBA171-6766580-8650709,no; invoiced,sale; sale,0; 35.95
405-8061278-4277933,95217; 104048,FBA405-8061278-4277933; FBA405-8061278-4277933,no; invoiced,sale; sale,0; 35.95
403-6217144-0125919,95214; 104045,FBA403-6217144-0125919; FBA403-6217144-0125919,no; invoiced,sale; sale,0; 32.95
302-6510871-4422722,95213; 104075,FBA302-6510871-4422722; FBA302-6510871-4422722,no; invoiced,sale; sale,0; 86.939
403-5551798-5430748,95212; 104024,FBA403-5551798-5430748; FBA403-5551798-5430748,no; invoiced,sale; sale,0; 24.95
302-5998587-8998750,95211; 104073,FBA302-5998587-8998750; FBA302-5998587-8998750,no; invoiced,sale; sale,0; 25.95
304-9246661-4085104,95206; 104076,FBA304-9246661-4085104; FBA304-9246661-4085104,no; invoiced,sale; sale,0; 28.95
404-4656372-5377948,95205; 104055,FBA404-4656372-5377948; FBA404-4656372-5377948,no; invoiced,sale; sale,0; 45.95
306-9223255-3943526,95203; 104063,FBA306-9223255-3943526; FBA306-9223255-3943526,no; invoiced,sale; sale,0; 25.95
405-9688425-7212369,95108; 104049,FBA405-9688425-7212369; FBA405-9688425-7212369,to invoice; invoiced,sale; sale,0; 45.95
405-0741627-5693122,95107; 104093,FBA405-0741627-5693122; FBA405-0741627-5693122,no; invoiced,sale; sale,0; 33.95
305-0002972-2291517,95106; 104095,FBA305-0002972-2291517; FBA305-0002972-2291517,no; invoiced,sale; sale,0; 25.95
303-6774177-8976305,95096; 104051,FBA303-6774177-8976305; FBA303-6774177-8976305,no; invoiced,sale; sale,0; 24.95
405-2457281-7701912,95090; 104082,FBA405-2457281-7701912; FBA405-2457281-7701912,no; invoiced,sale; sale,0; 35.95
402-9109557-5171534,95027; 104102,FBA402-9109557-5171534; FBA402-9109557-5171534,no; invoiced,sale; sale,0; 25.95
402-5348365-4308348,95026; 104104,FBA402-5348365-4308348; FBA402-5348365-4308348,no; invoiced,sale; sale,0; 44.97
305-9026979-8889138,95025; 104074,FBA305-9026979-8889138; FBA305-9026979-8889138,no; invoiced,sale; sale,0; 25.95
302-2508831-0683557,95021; 104085,FBA302-2508831-0683557; FBA302-2508831-0683557,no; invoiced,sale; sale,0; 33.95
306-8597890-8276307,95016; 104098,FBA306-8597890-8276307; FBA306-8597890-8276307,no; invoiced,sale; sale,0; 24.95
408-6606451-6629902,95014; 104061,FBA408-6606451-6629902; FBA408-6606451-6629902,no; to invoice,sale; sale,0; 49.12
402-9668268-5501909,95008; 104070,FBA402-9668268-5501909; FBA402-9668268-5501909,no; invoiced,sale; sale,0; 29.95
404-2329807-8011547,95006; 104043,FBA404-2329807-8011547; FBA404-2329807-8011547,no; to invoice,sale; sale,0; 206.55
304-7624946-2337131,94973; 104115,FBA304-7624946-2337131; FBA304-7624946-2337131,no; invoiced,sale; sale,0; 25.95
171-5385876-8697966,94965; 104086,FBA171-5385876-8697966; FBA171-5385876-8697966,no; invoiced,sale; sale,0; 35.95
405-6712362-7457967,94964; 104113,FBA405-6712362-7457967; FBA405-6712362-7457967,no; invoiced,sale; sale,0; 35.95
404-2593933-6847542,94963; 104105,FBA404-2593933-6847542; FBA404-2593933-6847542,no; invoiced,sale; sale,0; 30.21
406-3007297-3352360,94961; 104109,FBA406-3007297-3352360; FBA406-3007297-3352360,no; invoiced,sale; sale,0; 35.95
171-5825999-0448315,94972; 104088,FBA171-5825999-0448315; FBA171-5825999-0448315,no; invoiced,sale; sale,0; 33.95
405-3205137-4401152,94943; 104096,FBA405-3205137-4401152; FBA405-3205137-4401152,no; invoiced,sale; sale,0; 26.95
028-1581475-4635522,94939; 104118,FBA028-1581475-4635522; FBA028-1581475-4635522,no; invoiced,sale; sale,0; 24.95
407-4398969-6367509,94936; 102337,FBA407-4398969-6367509; FBA407-4398969-6367509,to invoice; invoiced,sale; sale,0; 18.95
306-3349639-1589141,94932; 104119,FBA306-3349639-1589141; FBA306-3349639-1589141,no; invoiced,sale; sale,0; 25.95
405-2745940-9121907,94931; 104100,FBA405-2745940-9121907; FBA405-2745940-9121907,no; invoiced,sale; sale,0; 49.95
304-1738688-3252331,94930; 104123,FBA304-1738688-3252331; FBA304-1738688-3252331,no; invoiced,sale; sale,36.409; 25.95
408-5275202-7553928,94918; 104099,FBA408-5275202-7553928; FBA408-5275202-7553928,no; invoiced,sale; sale,0; 45.9
028-7950264-3213900,94916; 104106,FBA028-7950264-3213900; FBA028-7950264-3213900,no; invoiced,sale; sale,0; 25.95
406-4549635-6904322,94914; 103937,FBA406-4549635-6904322; FBA406-4549635-6904322,no; invoiced,sale; sale,0; 45.95
306-5600918-5584360,94854; 104112,FBA306-5600918-5584360; FBA306-5600918-5584360,no; invoiced,sale; sale,0; 25.95
403-7008946-0736339,94849; 104126,FBA403-7008946-0736339; FBA403-7008946-0736339,no; invoiced,sale; sale,0; 35.95
302-0713365-3507539,94847; 104121,FBA302-0713365-3507539; FBA302-0713365-3507539,no; invoiced,sale; sale,0; 25.95
407-7305396-7476351,94835; 104090,FBA407-7305396-7476351; FBA407-7305396-7476351,no; invoiced,sale; sale,0; 33.95
171-2971917-9582718,94832; 104069,FBA171-2971917-9582718; FBA171-2971917-9582718,no; invoiced,sale; sale,0; 27.95
408-3680382-4985932,94826; 104128,FBA408-3680382-4985932; FBA408-3680382-4985932,no; invoiced,sale; sale,0; 23.95
171-0258246-6559553,94823; 104079,FBA171-0258246-6559553; FBA171-0258246-6559553,no; invoiced,sale; sale,0; 67.9
404-5462080-8093938,94819; 104129,FBA404-5462080-8093938; FBA404-5462080-8093938,no; invoiced,sale; sale,0; 33.95
305-5669657-8920369,94817; 104122,FBA305-5669657-8920369; FBA305-5669657-8920369,no; invoiced,sale; sale,0; 33.95
304-3718425-3317957,94786; 104135,FBA304-3718425-3317957; FBA304-3718425-3317957,no; invoiced,sale; sale,0; 24.95
404-2390687-6654752,94785; 104078,FBA404-2390687-6654752; FBA404-2390687-6654752,no; invoiced,sale; sale,0; 24.95
305-7624509-5311506,94784; 104026,FBA305-7624509-5311506; FBA305-7624509-5311506,no; invoiced,sale; sale,0; 14.99
305-1359356-2018766,94781; 104116,FBA305-1359356-2018766; FBA305-1359356-2018766,no; invoiced,sale; sale,0; 29.95
302-3692517-9445926,94779; 104140,FBA302-3692517-9445926; FBA302-3692517-9445926,no; invoiced,sale; sale,0; 25.95
171-5818901-8065955,94772; 104006,FBA171-5818901-8065955; FBA171-5818901-8065955,no; invoiced,sale; sale,0; 21.95
171-3258548-7371566,94771; 104004,FBA171-3258548-7371566; FBA171-3258548-7371566,no; invoiced,sale; sale,0; 22.95
303-2960497-6125157,94766; 104134,FBA303-2960497-6125157; FBA303-2960497-6125157,no; invoiced,sale; sale,0; 25.95
404-5480463-4359547,94765; 104087,FBA404-5480463-4359547; FBA404-5480463-4359547,no; invoiced,sale; sale,0; 35.95
028-1599278-0653934,94762; 104000,FBA028-1599278-0653934; FBA028-1599278-0653934,no; invoiced,sale; sale,0; 33.94
028-7710616-9387531,94761; 104107,FBA028-7710616-9387531; FBA028-7710616-9387531,no; invoiced,sale; sale,0; 24.95
404-5859723-0476363,94757; 104137,FBA404-5859723-0476363; FBA404-5859723-0476363,no; invoiced,sale; sale,0; 28.95
408-1769071-4117132,94756; 104136,FBA408-1769071-4117132; FBA408-1769071-4117132,no; invoiced,sale; sale,0; 35.03
171-9755857-2632310,94754; 104131,FBA171-9755857-2632310; FBA171-9755857-2632310,no; invoiced,sale; sale,0; 24.95
303-0315327-5901947,94751; 104120,FBA303-0315327-5901947; FBA303-0315327-5901947,no; invoiced,sale; sale,0; 24.95
405-2205488-6415511,94750; 104110,FBA405-2205488-6415511; FBA405-2205488-6415511,no; invoiced,sale; sale,0; 26.95
306-8833006-1831517,94748; 104139,FBA306-8833006-1831517; FBA306-8833006-1831517,to invoice; invoiced,sale; sale,0; 24.95
305-3697272-4854744,94742; 104132,FBA305-3697272-4854744; FBA305-3697272-4854744,no; to invoice,sale; sale,0; 50.9
306-6678218-0849130,94683; 104108,FBA306-6678218-0849130; FBA306-6678218-0849130,no; invoiced,sale; sale,0; 59.9
305-2004819-7564329,94679; 104138,FBA305-2004819-7564329; FBA305-2004819-7564329,no; invoiced,sale; sale,0; 28.95
303-2828256-0555526,94636; 104150,FBA303-2828256-0555526; FBA303-2828256-0555526,no; invoiced,sale; sale,0; 29.94
304-3970097-9410743,94633; 104152,FBA304-3970097-9410743; FBA304-3970097-9410743,no; invoiced,sale; sale,0; 51.9
405-0536742-1962766,94632; 104111,FBA405-0536742-1962766; FBA405-0536742-1962766,no; invoiced,sale; sale,0; 23.95
305-9705841-1670757,94626; 104162,FBA305-9705841-1670757; FBA305-9705841-1670757,no; invoiced,sale; sale,0; 24.95
028-2233900-5573157,94619; 104159,FBA028-2233900-5573157; FBA028-2233900-5573157,no; invoiced,sale; sale,0; 25.95
306-4314219-7736343,94614; 104163,FBA306-4314219-7736343; FBA306-4314219-7736343,no; invoiced,sale; sale,0; 24.95
403-9224967-4769128,94611; 104158,FBA403-9224967-4769128; FBA403-9224967-4769128,no; invoiced,sale; sale,0; 24.95
406-8338572-5847514,94604; 104144,FBA406-8338572-5847514; FBA406-8338572-5847514,no; invoiced,sale; sale,0; 24.95
404-6512954-1948310,94605; 104155,FBA404-6512954-1948310; FBA404-6512954-1948310,no; invoiced,sale; sale,0; 24.95
404-6891155-1165154,94603; 104101,FBA404-6891155-1165154; FBA404-6891155-1165154,no; invoiced,sale; sale,0; 17.95
402-9855124-7325927,94602; 104157,FBA402-9855124-7325927; FBA402-9855124-7325927,no; invoiced,sale; sale,0; 23.95
028-4755315-6869104,94598; 104160,FBA028-4755315-6869104; FBA028-4755315-6869104,to invoice; invoiced,sale; sale,0; 30.19
171-7955490-6097161,94630; 104133,FBA171-7955490-6097161; FBA171-7955490-6097161,no; invoiced,sale; sale,0; 28.95
408-8482482-5198737,94595; 104044,FBA408-8482482-5198737; FBA408-8482482-5198737,no; invoiced,sale; sale,0; 29.95
302-4583415-1892320,94591; 104142,FBA302-4583415-1892320; FBA302-4583415-1892320,no; invoiced,sale; sale,0; 23.95
303-0043746-4939525,94535; 104143,FBA303-0043746-4939525; FBA303-0043746-4939525,no; invoiced,sale; sale,0; 18.138
408-1572985-4693924,104149; 94532,FBA408-1572985-4693924; FBA408-1572985-4693924,to invoice; no,sale; sale,24.34; 0
171-5758839-5762724,94527; 104169,FBA171-5758839-5762724; FBA171-5758839-5762724,no; invoiced,sale; sale,0; 35.95
306-1863091-8078748,94525; 104141,FBA306-1863091-8078748; FBA306-1863091-8078748,to invoice; invoiced,sale; sale,0; 27.94
028-6015573-4081163,94522; 104103,FBA028-6015573-4081163; FBA028-6015573-4081163,no; to invoice,sale; sale,0; 20.97
305-5131728-8669904,94517; 104176,FBA305-5131728-8669904; FBA305-5131728-8669904,no; invoiced,sale; sale,0; 24.95
406-9693657-4677906,94493; 104213,FBA406-9693657-4677906; FBA406-9693657-4677906,no; invoiced,sale; sale,0; 27.95
304-1387844-9585167,94486; 104215,FBA304-1387844-9585167; FBA304-1387844-9585167,no; invoiced,sale; sale,0; 25.95
306-9710118-5002757,94483; 104217,FBA306-9710118-5002757; FBA306-9710118-5002757,to invoice; invoiced,sale; sale,0; 25.95
402-2300082-0133126,94482; 104175,FBA402-2300082-0133126; FBA402-2300082-0133126,no; invoiced,sale; sale,0; 30.21
406-6687375-7578748,94474; 104167,FBA406-6687375-7578748; FBA406-6687375-7578748,invoiced; to invoice,sale; sale,0; 40.063
306-0226120-5853151,94472; 104161,FBA306-0226120-5853151; FBA306-0226120-5853151,no; invoiced,sale; sale,0; 14.99
405-6464759-3499569,94471; 104177,FBA405-6464759-3499569; FBA405-6464759-3499569,no; invoiced,sale; sale,0; 23.95
406-6818193-5917909,94428; 104226,FBA406-6818193-5917909; FBA406-6818193-5917909,no; invoiced,sale; sale,0; 47.9
305-4789007-8652326,94423; 104179,FBA305-4789007-8652326; FBA305-4789007-8652326,no; invoiced,sale; sale,0; 28.98
408-8808304-5486709,94421; 104227,FBA408-8808304-5486709; FBA408-8808304-5486709,no; invoiced,sale; sale,0; 33.95
303-7828668-0550709,94416; 104214,FBA303-7828668-0550709; FBA303-7828668-0550709,no; invoiced,sale; sale,0; 24.95
406-3025211-4737944,94414; 104173,FBA406-3025211-4737944; FBA406-3025211-4737944,no; to invoice,sale; sale,0; 53.9
402-8705425-8763556,94409; 104236,FBA402-8705425-8763556; FBA402-8705425-8763556,no; invoiced,sale; sale,0; 29.95
402-1387212-9645142,94408; 104225,FBA402-1387212-9645142; FBA402-1387212-9645142,no; invoiced,sale; sale,0; 23.95
305-8720192-8836325,94402; 104222,FBA305-8720192-8836325; FBA305-8720192-8836325,no; invoiced,sale; sale,0; 28.95
304-3408651-8475528,94396; 104178,FBA304-3408651-8475528; FBA304-3408651-8475528,invoiced; to invoice,sale; sale,0; 29.185
303-7691336-4474705,94393; 104224,FBA303-7691336-4474705; FBA303-7691336-4474705,no; invoiced,sale; sale,0; 24.357
303-2697127-5905945,94390; 104223,FBA303-2697127-5905945; FBA303-2697127-5905945,no; invoiced,sale; sale,0; 23.95
406-0280616-5945958,94316; 104241,FBA406-0280616-5945958; FBA406-0280616-5945958,no; invoiced,sale; sale,0; 21.95
402-6228835-7156336,94311; 104247,FBA402-6228835-7156336; FBA402-6228835-7156336,no; invoiced,sale; sale,0; 31.95
028-8579630-4550764,94307; 104171,FBA028-8579630-4550764; FBA028-8579630-4550764,no; invoiced,sale; sale,0; 25.95
171-0174856-8212341,94257; 104216,FBA171-0174856-8212341; FBA171-0174856-8212341,no; invoiced,sale; sale,0; 35.95
405-2498914-8969158,94247; 104249,FBA405-2498914-8969158; FBA405-2498914-8969158,no; invoiced,sale; sale,0; 24.95
304-9293679-8612329,94243; 104244,FBA304-9293679-8612329; FBA304-9293679-8612329,no; invoiced,sale; sale,0; 25.95
403-1117381-2558732,94226; 104251,FBA403-1117381-2558732; FBA403-1117381-2558732,no; invoiced,sale; sale,0; 50.47
405-1182845-0970726,94221; 104250,FBA405-1182845-0970726; FBA405-1182845-0970726,no; invoiced,sale; sale,0; 17.799
407-3519559-5665126,94208; 104050,FBA407-3519559-5665126; FBA407-3519559-5665126,no; invoiced,sale; sale,0; 33.94
304-5776068-2365935,94200; 104261,FBA304-5776068-2365935; FBA304-5776068-2365935,no; invoiced,sale; sale,0; 24.95
